Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
4053132987,"13 Sept 2020, 10:06:00",Lunch Run,Run,"",2907,7.00,180.0,78,false,,ASICS GT-2000 7 Nottingham Runners,activities/4337720667.fit.gz,,,2907.0,2658.0,7006.5,4.4,2.636,6.5,6.6,9.0,15.7,8.3,0.0,,,,,,168.0,,,632.0,,,78.0,,,,,,5.0,,,,,0.0,47.0,0.0,,1.0,7017.9,1599991168.0,1.0,18.4,18.4,14.1,0.76,1024.2,4.1,6.3,227.0,0.0,1599975424.0,1600021376.0,0.86,,6323657.0,0.0,,0.11,16093.0,4.0,275.6,,,,,,,,,,,,,,,,,,,,,,,""
4061908995,"15 Sept 2020, 06:13:32",Morning Jog,Run,"",1449,3.68,179.0,35,false,,ASICS GT-2000 7 Nottingham Runners,activities/4347033929.fit.gz,,,1449.0,1408.0,3680.6,4.7,2.614,7.2,7.4,10.8,15.7,5.2,0.0,,,,,,164.0,,,320.0,,,35.0,,,,,,5.0,,,,,0.0,25.0,0.0,,1.0,3687.5,1600149632.0,1.0,15.3,15.4,14.8,0.97,1017.3,2.1,5.1,49.0,0.0,1600148352.0,1600193920.0,0.94,,6323657.0,0.0,,0.0,16093.0,0.0,286.3,,,,,,,,,,,,,,,,,,,,,,,media/2B50DC88-20B6-4633-80A0-EB0342D83214.jpg|media/5CA5C25A-DA67-4497-B7A3-CAEA721C10B4.jpg
4071720612,"17 Sept 2020, 06:29:01",Morning Run,Run,"",1598,4.18,176.0,37,false,,ASICS GT-2000 7 Nottingham Runners,activities/4357356692.fit.gz,,,1598.0,1595.0,4188.3,3.7,2.626,5.3,5.3,9.5,14.9,3.0,0.0,,,,,,160.0,,,364.0,,,37.0,,,,,,6.0,,,,,0.0,42.0,0.0,,1.0,4193.0,1600322432.0,1.0,12.7,12.7,12.1,0.96,1028.5,4.5,10.2,52.0,0.0,1600321280.0,1600366336.0,0.01,,6323657.0,0.0,,0.17,16093.0,0.0,273.5,,,,,,,,,,,,,,,,,,,,,,,""
4082281976,"19 Sept 2020, 13:25:14",Afternoon Run,Run,"",1729,4.21,175.0,43,false,,ASICS GT-2000 7 Nottingham Runners,activities/4368520006.fit.gz,,,1729.0,1620.0,4218.4,4.9,2.604,33.1,33.0,12.4,37.6,11.7,0.0,,,,,,165.0,,,378.0,,,43.0,,,,,,8.0,,,,,0.0,69.0,0.0,,1.0,4275.5,1600520448.0,3.0,22.8,22.8,13.1,0.54,1016.2,6.2,10.3,61.0,0.0,1600494336.0,1600538880.0,0.09,,6323657.0,0.0,,1.0,16093.0,3.0,256.8,,,,,,,,,,,,,,,,,,,,,,,""
4093088917,"21 Sept 2020, 17:14:04",Evening Run,Run,"",1155,3.03,178.0,33,false,,ASICS GT-2000 7 Nottingham Runners,activities/4380012671.fit.gz,,,1155.0,1148.0,3033.2,4.0,2.642,3.1,3.0,11.7,14.9,2.5,0.0,,,,,,165.0,,,260.0,,,33.0,,,,,,6.0,,,,,0.0,30.0,0.0,,1.0,3036.8,1600707584.0,1.0,21.8,21.8,14.1,0.61,1016.1,1.2,1.3,297.0,0.0,1600667392.0,1600711424.0,0.17,,6323657.0,0.0,,0.0,16093.0,0.0,261.3,,,,,,,,,,,,,,,,,,,,,,,""
4100229714,"23 Sept 2020, 06:13:42",Morning Run,Run,"New technique attempted, less calf pain, able to run 5k again.",1879,5.02,193.0,53,false,,ASICS GT-2000 7 Nottingham Runners,activities/4387504012.fit.gz,,,1879.0,1847.0,5027.9,4.2,2.722,5.8,5.9,9.0,14.9,3.9,0.0,,,,,,166.0,,,432.0,,,53.0,,,,,,5.0,,,,,0.0,33.0,0.0,,1.0,5034.0,1600840832.0,3.0,15.2,15.4,15.2,1.0,1001.6,4.0,9.4,234.0,0.0,1600840320.0,1600883968.0,0.24,,6323657.0,0.0,,0.9,16093.0,0.0,269.7,,,,,,,,,,,,,,,,,,,,,,,""
4122460486,"28 Sept 2020, 06:14:57",Morning Run,Run,"",1455,4.01,188.0,48,false,,ASICS GT-2000 7 Nottingham Runners,activities/4411104924.fit.gz,,,1455.0,1424.0,4018.5,3.9,2.822,5.2,5.3,9.6,14.9,2.7,0.0,,,,,,170.0,,,345.0,,,48.0,,,,,,6.0,,,,,0.0,37.0,0.0,,1.0,4022.8,1601272832.0,2.0,5.4,3.2,3.5,0.87,1013.4,2.8,5.9,311.0,0.0,1601272832.0,1601315328.0,0.41,,6323657.0,0.0,,0.87,16093.0,0.0,272.0,,,,,,,,,,,,,,,,,,,,,,,media/1D02DBCC-905D-486E-BCEB-C1426CB8E3D8.jpg
4131423455,"30 Sept 2020, 06:16:35",Morning Run,Run,"",1560,4.09,178.0,41,false,,ASICS GT-2000 7 Nottingham Runners,activities/4420634658.fit.gz,,,1560.0,1560.0,4094.4,3.7,2.625,5.2,5.1,9.6,14.9,2.9,0.0,,,,,,164.0,,,352.0,,,41.0,,,,,,5.0,,,,,0.0,28.0,0.0,,1.0,4099.9,1601445632.0,2.0,8.7,7.3,7.1,0.9,1011.0,2.5,5.9,176.0,0.0,1601445760.0,1601487744.0,0.47,,6323657.0,0.0,,0.61,16093.0,0.0,290.8,,,,,,,,,,,,,,,,,,,,,,,""
4253116123,"28 Oct 2020, 07:00:43",Missed the turn for the park,Run,"",1948,5.06,197.0,87,false,,ASICS GT-2000 7 Nottingham Runners,activities/4549801679.fit.gz,,,1948.0,1906.0,5068.9,4.9,2.659,57.0,58.6,17.5,53.2,17.3,0.0,,,,,,175.0,,,480.0,,,87.0,,,,,,6.0,,,,,0.0,50.0,0.0,,1.0,5134.4,1603868416.0,2.0,9.6,7.0,7.3,0.86,1002.5,5.1,12.4,229.0,0.0,1603867776.0,1603903360.0,0.42,,6323657.0,0.0,,0.4,16093.0,0.0,309.2,,,,,,,,,,,,,,,,,,,,,,,""
4307529595,"8 Nov 2020, 12:24:35",Lunch Run,Run,"",1498,4.01,194.0,56,false,,ASICS GT-2000 7 Nottingham Runners,activities/4604724346.fit.gz,,,1498.0,1490.0,4018.2,4.5,2.697,30.8,32.1,17.5,46.1,7.0,0.0,,,,,,174.0,,,367.0,,,56.0,,,,,,5.0,,,,,0.0,26.0,0.0,,1.0,4055.4,1604836864.0,3.0,14.0,14.0,10.3,0.78,1018.4,1.6,2.3,173.0,0.0,1604819328.0,1604852608.0,0.76,,6323657.0,0.0,,0.93,16093.0,1.0,296.4,,,,,,,,,,,,,,,,,,,,,,,""
4315813756,"10 Nov 2020, 06:29:46",Morning Run,Run,"",1561,4.23,195.0,57,false,,ASICS GT-2000 7 Nottingham Runners,activities/4613553887.fit.gz,,,1561.0,1542.0,4237.5,4.6,2.748,16.0,16.0,18.2,23.3,5.6,0.0,,,,,,174.0,,,367.0,,,57.0,,,,,,5.0,,,,,0.0,27.0,0.0,,1.0,4249.3,1604988032.0,3.0,10.9,10.9,9.6,0.92,1021.9,1.6,2.1,180.0,0.0,1604992256.0,1605025152.0,0.83,,6323657.0,0.0,,0.89,16093.0,0.0,312.6,,,,,,,,,,,,,,,,,,,,,,,""
4342025601,"15 Nov 2020, 10:34:38",Morning Run,Run,"",1473,4.05,196.0,62,false,,ASICS GT-2000 7 Nottingham Runners,activities/4641384905.fit.gz,,,1473.0,1473.0,4056.3,5.0,2.754,30.8,32.8,17.5,46.1,7.4,0.0,,,,,,176.0,,,372.0,,,62.0,,,,,,6.0,,,,,0.0,38.0,0.0,,1.0,4098.6,1605434368.0,5.0,12.4,12.4,10.4,0.88,994.6,7.6,14.4,215.0,0.9,1605424896.0,1605456768.0,0.03,,6323657.0,1.0,5.0,0.99,16093.0,1.0,297.1,,,,,,,,,,,,,,,,,,,,,,,""
4368490025,"21 Nov 2020, 10:26:17",Morning Ride,Ride,,3504,9.43,169.0,20,false,,,activities/4669227417.fit.gz,,,3504.0,2358.0,9438.5,10.5,4.003,57.8,58.6,6.5,23.3,38.2,0.0,,,,,,142.0,,57.0,211.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,,1605952768.0,3.0,10.9,10.9,8.3,0.84,1027.7,6.2,11.3,241.0,0.0,1605943808.0,1605974784.0,0.24,,,0.0,,0.93,16093.0,0.0,273.2,,,,,,,,,,,,,,,,,,,,,,,""
4378317835,"23 Nov 2020, 06:35:02",Morning Run,Run,"",1972,5.06,189.0,66,false,,ASICS GT-2000 7 Nottingham Runners,activities/4679709041.fit.gz,,,1972.0,1862.0,5060.1,4.2,2.718,16.0,16.6,16.9,23.3,12.5,0.0,,,,,,169.0,,,453.0,,,66.0,,,,,,5.0,,,,,0.0,33.0,0.0,,1.0,5072.7,1606111232.0,2.0,4.3,4.3,2.1,0.85,1027.5,1.2,1.5,212.0,0.0,1606116864.0,1606147328.0,0.3,,6323657.0,0.0,,0.8,16093.0,0.0,299.8,,,,,,,,,,,,,,,,,,,,,,,""
4401292541,"28 Nov 2020, 09:11:22",Morning Ride,Ride,"",6541,18.72,169.0,38,false,,,activities/4704115915.fit.gz,,,6541.0,3990.0,18721.9,10.2,4.692,43.4,44.2,1.8,23.3,7.4,0.0,,,,,,141.0,,58.0,361.0,,,38.0,,,,,,4.0,,,,,0.0,44.0,0.0,,1.0,,1606553984.0,2.0,7.5,5.8,7.3,0.99,1018.1,2.5,5.2,98.0,0.0,1606549248.0,1606579200.0,0.45,,,0.0,,0.6,16093.0,0.0,280.4,,,,,,,,,,,,,,,,,,,,,,,""
4444459204,"8 Dec 2020, 06:24:57","Morning Run, FS",Run,"",1952,4.99,187.0,73,false,,ASICS GT-2000 7 Nottingham Runners,activities/4749695533.fit.gz,,,1952.0,1943.0,4991.3,4.1,2.569,16.6,16.5,16.6,23.3,4.6,0.0,,,,,,174.0,,,472.0,,,73.0,,,,,,7.0,,,,,,62.0,0.0,,1.0,5004.7,1607407232.0,2.0,1.8,1.8,-0.4,0.85,1001.7,0.8,1.0,303.0,0.0,1607414144.0,1607442816.0,0.78,,6323657.0,0.0,,0.85,16093.0,0.0,327.7,,,,,,,,,,,,,,,,,,,,,,,""
4453075013,"10 Dec 2020, 06:26:25",Morning Run,Run,"",1227,3.29,192.0,47,false,,ASICS GT-2000 7 Nottingham Runners,activities/4758730836.fit.gz,,,1227.0,1196.0,3292.9,3.7,2.753,12.4,12.4,18.2,23.3,3.8,0.0,,,,,,172.0,,,295.0,,,47.0,,,,,,7.0,,,,,0.0,38.0,0.0,,1.0,3302.4,1607580032.0,3.0,5.3,2.5,3.4,0.88,999.0,3.4,10.4,128.0,0.0,1607587072.0,1607615616.0,0.85,,6323657.0,0.0,,0.89,16093.0,0.0,252.2,,,,,,,,,,,,,,,,,,,,,,,""
4467178742,"13 Dec 2020, 12:43:35",Lunch Run,Run,"",2220,5.78,194.0,87,false,,ASICS GT-2000 7 Nottingham Runners,activities/4773577360.fit.gz,,,2220.0,2220.0,5787.3,4.1,2.607,46.5,46.3,17.5,46.1,7.6,0.0,,,,,,172.0,,,566.0,,,87.0,,,,,,8.0,,,,,0.0,95.0,0.0,,1.0,5854.5,1607860736.0,3.0,6.9,3.3,6.9,1.0,1002.5,6.1,14.5,162.0,0.0,1607846400.0,1607874816.0,0.97,,6323657.0,0.0,,0.99,16093.0,1.0,256.2,,,,,,,,,,,,,,,,,,,,,,,""
4501166517,"21 Dec 2020, 11:46:06",Lunch Run,Run,"",1199,3.15,186.0,41,false,,ASICS GT-2000 7 Nottingham Runners,activities/4809464066.fit.gz,,,1199.0,1195.0,3157.7,4.8,2.642,3.1,3.0,11.7,14.9,2.9,0.0,,,,,,170.0,,,287.0,,,41.0,,,,,,,,,,,0.0,,0.0,,1.0,3160.9,1608548352.0,3.0,11.1,11.1,11.1,1.0,1004.0,6.3,14.1,197.0,0.0,1608537984.0,1608566272.0,0.25,,6323657.0,0.0,,1.0,16093.0,0.0,265.5,,,,,,,,,,,,,,,,,,,,,,,""
4513590945,"24 Dec 2020, 11:14:43",Lunch Run,Run,"",1479,3.73,184.0,44,false,,ASICS GT-2000 7 Nottingham Runners,activities/4822573523.fit.gz,,,1479.0,1453.0,3732.5,4.6,2.569,7.3,7.3,10.3,15.3,6.9,0.0,,,,,,168.0,,,336.0,,,44.0,,,,,,,,,,,0.0,,0.0,,1.0,3741.7,1608807552.0,2.0,4.1,-0.4,1.8,0.85,1022.0,6.3,11.5,342.0,0.0,1608797184.0,1608825600.0,0.34,,6323657.0,0.0,,0.33,16093.0,0.0,316.4,,,,,,,,,,,,,,,,,,,,,,,""
4518777082,"26 Dec 2020, 10:31:42",Morning Run,Run,"",1960,5.06,193.0,88,false,,ASICS GT-2000 7 Nottingham Runners,activities/4828112776.fit.gz,,,1960.0,1960.0,5062.6,4.2,2.583,5.6,5.6,9.2,14.9,3.0,0.0,,,,,,178.0,,,495.0,,,88.0,,,,,,,,,,,0.0,,0.0,,1.0,5067.7,1608976768.0,3.0,5.7,2.0,5.7,1.0,1018.9,5.4,12.2,232.0,0.0,1608970112.0,1608998400.0,0.4,,6323657.0,0.0,,0.93,16093.0,0.0,286.4,,,,,,,,,,,,,,,,,,,,,,,""
4538351643,"30 Dec 2020, 10:53:41",Morning Run,Run,"",1694,4.41,191.0,46,false,,ASICS GT-2000 7 Nottingham Runners,activities/4848840991.fit.gz,,,1694.0,1596.0,4410.5,6.2,2.763,30.8,31.1,17.5,46.1,7.5,0.0,,,,,,167.0,,,400.0,,,46.0,,,,,,8.0,,,,,0.0,68.0,0.0,,1.0,4448.0,1609322368.0,2.0,2.7,-0.1,0.9,0.88,1002.9,2.8,6.9,290.0,0.0,1609315584.0,1609344128.0,0.52,,6323657.0,0.0,,0.82,16093.0,0.0,322.7,,,,,,,,,,,,,,,,,,,,,,,""
4564375153,"3 Jan 2021, 14:31:59",Afternoon Walk,Walk,,2718,3.67,125.0,7,false,,ASICS GT-2000 7 Nottingham Runners,activities/4876392974.fit.gz,,,2718.0,2718.0,3671.9,2.9,1.351,29.1,29.4,17.5,42.1,10.4,0.0,,,,,,108.0,,,261.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,1609682432.0,2.0,5.1,2.4,3.3,0.88,1016.9,3.3,7.6,30.0,0.0,1609661184.0,1609689984.0,0.66,,6323657.0,0.0,,0.72,16093.0,0.0,329.8,,,,,,,,,,,,,,,,,,,,,,,""
4569276786,"4 Jan 2021, 17:47:05",Afternoon Walk,Walk,,1463,2.13,108.0,3,false,,ASICS GT-2000 7 Nottingham Runners,activities/4881536747.fit.gz,,,1463.0,1463.0,2137.6,3.6,1.461,6.5,6.4,16.6,23.3,4.3,0.0,,,,,,98.0,,,152.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,1609779584.0,3.0,3.8,-0.9,1.2,0.83,1019.1,6.7,12.5,38.0,0.0,1609747584.0,1609776384.0,0.69,,6323657.0,0.0,,0.98,16093.0,0.0,325.2,,,,,,,,,,,,,,,,,,,,,,,""
4569383560,"5 Jan 2021, 07:02:08",Morning Run,Run,"",1592,4.11,178.0,39,false,,ASICS GT-2000 7 Nottingham Runners,activities/4881651347.fit.gz,,,1592.0,1580.0,4114.0,5.1,2.604,14.9,14.9,18.2,23.3,4.7,0.0,,,,,,164.0,,,384.0,,,39.0,,,,,,4.0,,,,,0.0,17.0,0.0,,1.0,4124.3,1609830016.0,2.0,1.6,-3.2,0.8,0.95,1019.5,5.5,12.1,14.0,0.0,1609833984.0,1609862912.0,0.73,,6323657.0,0.0,,0.75,16093.0,0.0,319.7,,,,,,,,,,,,,,,,,,,,,,,""
4596933746,"10 Jan 2021, 10:38:31",Morning Run,Run,"",1611,4.40,184.0,59,false,,ASICS GT-2000 7 Nottingham Runners,activities/4910510060.fit.gz,,,1611.0,1608.0,4405.4,3.8,2.74,30.8,30.9,17.5,46.1,6.9,0.0,,,,,,173.0,,,419.0,,,59.0,,,,,,6.0,,,,,0.0,42.0,0.0,,1.0,4443.7,1610272768.0,2.0,-0.3,-3.0,-2.1,0.88,1026.4,2.2,4.2,266.0,0.0,1610265856.0,1610295296.0,0.91,,6323657.0,0.0,,0.77,16093.0,0.0,269.6,,,,,,,,,,,,,,,,,,,,,,,""
4709526313,"31 Jan 2021, 09:39:57",Morning Run,Run,"",2040,5.19,190.0,89,false,,ASICS GT-2000 7 Nottingham Runners,activities/5027838772.fit.gz,,,2040.0,2014.0,5197.9,4.4,2.581,18.0,17.6,18.2,25.5,5.1,0.0,,,,,,179.0,,,519.0,,,89.0,,,,,,8.0,,,,,0.0,86.0,0.0,,1.0,5209.2,1612083584.0,3.0,2.3,-1.7,-2.1,0.72,1003.2,4.5,10.3,112.0,0.0,1612078848.0,1612111744.0,0.61,,6323657.0,0.0,,1.0,16093.0,0.0,369.2,,,,,,,,,,,,,,,,,,,,,,,""
4823986817,"21 Feb 2021, 12:40:05",Lunch Run,Run,"",2100,5.08,190.0,81,false,,ASICS GT-2000 7 Nottingham Runners,activities/5146579898.fit.gz,,,2100.0,1972.0,5082.8,6.9,2.577,13.3,13.3,2.5,6.7,22.4,0.0,,,,,,175.0,,,533.0,,,81.0,,,,,,6.0,,,,,0.0,52.0,0.0,,1.0,5100.0,1613908736.0,2.0,13.8,13.8,8.3,0.69,1008.6,5.0,10.3,187.0,0.0,1613890944.0,1613928448.0,0.31,,6323657.0,0.0,,0.86,16093.0,2.0,311.0,,,,,,0.0,,,,,,,,,,,,,,,,,""
4839681497,"23 Feb 2021, 18:03:00",Evening Run,Run,,820,2.36,195.0,30,false,,ASICS GT-2000 7 Nottingham Runners,activities/5162907148.fit.gz,,,820.0,817.0,2361.2,6.9,2.89,0.0,0.1,3.0,4.8,1.9,0.0,,,,,,174.0,,,218.0,,,30.0,,,,,,,,,,,,,0.0,,1.0,2362.5,1614103168.0,3.0,12.9,12.9,6.9,0.67,1023.0,6.7,15.4,199.0,0.0,1614063488.0,1614101504.0,0.38,,6323657.0,0.0,,0.95,16093.0,0.0,283.4,,,,,,0.0,,,,,,,,,,,,,,,,,""
4859321437,"27 Feb 2021, 12:53:24",Saturday Strolls,Walk,"",6491,7.46,123.0,15,false,,ASICS GT-2000 7 Nottingham Runners,activities/5183418385.fit.gz,,,6491.0,5607.0,7463.1,3.2,1.331,17.7,17.7,2.0,11.1,25.0,0.0,,,,,,111.0,,,643.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,1614427136.0,1.0,10.1,10.1,4.3,0.67,1041.1,1.6,2.8,57.0,0.0,1614408704.0,1614447488.0,0.52,,6323657.0,0.0,,0.11,16093.0,2.0,343.7,,,,,,143.5,,,,,,,,,,,,,,,,,""
4864502310,"28 Feb 2021, 10:50:18",Morning Mileage,Run,"",2589,6.66,182.0,86,false,,ASICS GT-2000 7 Nottingham Runners,activities/5188894700.fit.gz,,,2589.0,2558.0,6665.0,9.9,2.606,16.6,16.5,3.0,10.9,27.1,0.0,,,,,,172.0,,,690.0,,,86.0,,,,,,4.0,,,,,0.0,28.0,0.0,,1.0,6703.9,1614506368.0,2.0,6.2,4.2,1.8,0.73,1038.6,2.6,4.9,61.0,0.0,1614494848.0,1614534016.0,0.56,,6323657.0,0.0,,0.66,16093.0,1.0,356.6,,,,,,144.6,,,,,,,,,,,,,,,,,media/4EEF8556-B450-492E-B695-3849B2946054.jpg
4875355408,"2 Mar 2021, 06:42:27",Morning Run,Run,"",1602,4.03,179.0,48,false,,ASICS GT-2000 7 Nottingham Runners,activities/5201113426.fit.gz,,,1602.0,1596.0,4031.5,3.7,2.526,18.3,15.9,2.2,20.8,8.7,0.1,,,,,,168.0,,,414.0,,,48.0,,,,,,6.0,,,,,0.0,42.0,0.0,,1.0,4054.3,1614664832.0,2.0,1.5,-0.9,0.7,0.95,1029.3,2.2,5.0,55.0,0.0,1614667392.0,1614707072.0,0.63,,6323657.0,0.0,,0.54,16093.0,0.0,345.0,,,,,,,,,,,,,,,,,,,,,,,""
4887327585,"4 Mar 2021, 06:55:18",Morning Ride,Ride,"",2375,8.89,153.0,11,false,,,activities/5213589561.fit.gz,,,2375.0,2356.0,8893.3,11.6,3.775,22.5,22.6,2.4,11.1,12.5,0.0,,,,,,130.0,,57.0,180.0,,,11.0,,,,,,3.0,,,,,0.0,19.0,0.0,,1.0,,1614837632.0,2.0,6.1,3.7,3.5,0.84,1023.8,3.2,6.1,24.0,0.0,1614840064.0,1614880000.0,0.71,,,0.0,,0.87,16093.0,0.0,329.6,,,,,,,,,,,,,,,,,,,,,,,""
4905609244,"7 Mar 2021, 10:50:32",Morning Run,Run,"",2972,7.05,192.0,105,false,,ASICS GT-2000 7 Nottingham Runners,activities/5232853347.fit.gz,,,2972.0,2726.0,7055.2,5.5,2.588,20.4,20.4,2.3,11.8,25.6,0.0,,,,,,174.0,,,741.0,,,105.0,,,,,,8.0,,,,,0.0,117.0,0.0,,1.0,7087.1,1615111168.0,2.0,3.5,3.5,-4.8,0.55,1028.2,1.1,1.4,353.0,0.0,1615098752.0,1615139584.0,0.81,,6323657.0,0.0,,0.35,16093.0,1.0,369.6,,,,,,,,,,,,,,,,,,,,,,,media/0A451A8F-CAF6-488C-A665-37973DDBAF09.jpg|media/2FB1521F-66AB-4E4B-B163-C624B6EB98C0.jpg
4916502693,"9 Mar 2021, 06:41:58",Lambeth Parks Open at 7:30 :(,Run,"",1126,3.03,184.0,39,false,,ASICS GT-2000 7 Nottingham Runners,activities/5244375872.fit.gz,,,1126.0,1096.0,3036.5,8.1,2.771,3.0,0.9,2.4,5.5,9.0,0.1,,,,,,172.0,,,292.0,,,39.0,,,,,,5.0,,,,,0.0,19.0,0.0,,1.0,3045.4,1615269632.0,1.0,3.1,0.9,-1.2,0.73,1021.5,2.3,5.5,252.0,0.0,1615271296.0,1615312512.0,0.88,,6323657.0,0.0,,0.15,16093.0,0.0,347.9,,,,,,0.0,,,,,,,,,,,,,,,,,""
4927432616,"11 Mar 2021, 06:46:31",Morning Run,Run,"",1199,3.12,183.0,37,false,,ASICS GT-2000 7 Nottingham Runners,activities/5255888798.fit.gz,,,1199.0,1177.0,3127.7,8.9,2.657,2.4,1.8,2.1,4.7,7.4,0.0,,,,,,168.0,,,314.0,,,37.0,,,,,,5.0,,,,,0.0,21.0,0.0,,1.0,3132.9,1615442432.0,8.0,9.4,4.9,5.3,0.76,990.8,12.3,23.9,232.0,0.0,1615443840.0,1615485568.0,0.95,,6323657.0,0.0,,0.86,16093.0,0.0,344.8,,,,,,0.0,,,,,,,,,,,,,,,,,""
4954455639,"16 Mar 2021, 06:33:12",Morning Run,Run,"",1977,5.03,181.0,69,false,,ASICS GT-2000 7 Nottingham Runners,activities/5284400781.fit.gz,,,1977.0,1964.0,5038.7,3.9,2.566,18.4,18.3,4.4,23.0,9.0,0.0,,,,,,172.0,,,512.0,,,69.0,,,,,,7.0,,,,,0.0,62.0,0.0,,1.0,5057.5,1615874432.0,5.0,7.2,5.6,3.9,0.8,1025.9,2.3,4.8,263.0,0.2,1615875200.0,1615918080.0,0.11,,6323657.0,1.0,5.0,0.93,16093.0,0.0,352.0,,,,,,51.0,,,,,,,,,,,,,,,,,""
5001885345,"24 Mar 2021, 06:45:25",Morning Run,Run,"",1207,3.17,183.0,40,false,,ASICS GT-2000 7 Nottingham Runners,activities/5334007538.fit.gz,,,1207.0,1179.0,3170.7,9.5,2.689,0.0,-0.1,3.0,4.7,3.4,0.0,,,,,,170.0,,,299.0,,,40.0,,,,,,3.0,,,,,0.0,9.0,0.0,,1.0,3174.6,1616565632.0,2.0,5.0,3.2,2.3,0.83,1021.4,2.1,6.6,198.0,0.0,1616565248.0,1616610048.0,0.36,,6323657.0,0.0,,0.64,16093.0,0.0,329.6,,,,,,0.0,,,,,,,,,,,,,,,,,""
5011974815,"26 Mar 2021, 06:48:59",Morning Run,Run,"",2039,5.14,197.0,68,false,,ASICS GT-2000 7 Nottingham Runners,activities/5344586561.fit.gz,,,2039.0,1880.0,5145.7,7.8,2.737,18.9,18.9,3.0,10.9,23.5,0.0,,,,,,167.0,,,521.0,,,68.0,,,,,,8.0,,,,,0.0,80.0,0.0,,1.0,5175.7,1616738432.0,3.0,9.4,6.5,7.9,0.9,1011.0,6.2,12.9,213.0,0.0,1616737792.0,1616783104.0,0.43,,6323657.0,0.0,,0.96,16093.0,0.0,357.5,,,,,,289.9,,,,,,,,,,,,,,,,,""
5035144027,"30 Mar 2021, 05:56:12",Morning Run,Run,"",1144,3.04,180.0,32,false,,ASICS GT-2000 7 Nottingham Runners,activities/5368951677.fit.gz,,,1144.0,1144.0,3041.6,4.0,2.659,7.6,5.6,1.6,6.2,13.5,0.1,,,,,,162.0,,,291.0,,,32.0,,,,,,5.0,,,,,0.0,20.0,0.0,,1.0,3061.9,1617080448.0,1.0,5.6,4.7,2.9,0.83,1028.3,1.5,3.8,175.0,0.0,1617082880.0,1617129088.0,0.58,,6323657.0,0.0,,0.16,16093.0,0.0,342.7,,,,,,0.0,,,,,,,,,,,,,,,,,""
5060331361,"3 Apr 2021, 10:37:59",Lunch Run,Run,,1081,2.87,193.0,28,false,,ASICS GT-2000 7 Nottingham Runners,activities/5395350821.fit.gz,,,1081.0,996.0,2869.8,4.9,2.881,0.0,0.0,3.1,4.7,4.2,0.0,,,,,,164.0,,,259.0,,,28.0,,,,,,,,,,,,,0.0,,1.0,2872.5,1617443968.0,2.0,7.7,4.8,1.4,0.64,1033.0,5.0,8.2,32.0,0.0,1617427968.0,1617475072.0,0.73,,6323657.0,0.0,,0.71,16093.0,2.0,364.4,,,,,,0.0,,,,,,,,,,,,,,,,,""
5147496561,"18 Apr 2021, 10:02:40",Lunch Run,Run,"",1955,5.07,196.0,65,false,,ASICS GT-2000 7 Nottingham Runners,activities/5486473436.fit.gz,,,1955.0,1925.0,5072.3,5.7,2.635,13.1,13.0,2.5,6.7,14.5,0.0,,,,,,171.0,,,477.0,,,65.0,,,,,,9.0,,,,,0.0,96.0,0.0,,1.0,5089.8,1618739968.0,3.0,10.3,10.3,-2.0,0.42,1025.4,1.4,2.6,41.0,0.0,1618721920.0,1618772608.0,0.2,,6323657.0,0.0,,0.97,16093.0,2.0,367.1,,,,,,0.0,,,,,,,,,,,,,,,,,""
5158697914,"20 Apr 2021, 05:48:27",Morning Run,Run,,1892,4.71,194.0,60,false,,ASICS GT-2000 7 Nottingham Runners,activities/5498171789.fit.gz,,,1892.0,1892.0,4713.0,3.2,2.491,0.0,,,,0.0,0.0,,,,,,169.0,,,481.0,,,60.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,6323657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
